pageid,title,section,chunk_id,chunk_text
247418,日本,幕府時代,2,1603年）。1582年，織田信長因家臣明智光秀發動兵變而被害。信長重臣羽柴秀吉繼承其勢力，繼續進行統一日本的戰爭。1586年，秀吉受賜姓豐臣氏並就任太政大臣與關白的最高官職，並於1590年击败北條氏統一全日本，隔年秀吉將關白一職讓與過繼來的養子豐臣秀次，自稱太閤，以世襲的方式宣示豐臣政權的穩定。秀吉統率大部分的大名諸侯，自1592年起發動文祿・慶長之役，攻打朝鮮。1593年6月，日本因海戰失利，無法補給，加上朝鮮瘟疫流行，為保朝鮮南部四道的戰果，遂派使節隨同明使沈惟敬到北京議和，其間談判使者石星、沈惟敬與小西行長合謀欺瞞矇混中日雙方，使得明朝在冊封秀吉為日本國王時態度輕慢。9月，明朝賜封的使者抵達日本，豐臣秀吉因朝鮮王子不前來答謝而頓感大怒，拒絕受封，下令驅逐明朝使節，並將小西行長治罪，再次發兵攻打朝鮮。1598年7月，豐臣秀吉在伏見城過世，日方於當年逐漸撤出朝鮮結束戰爭。 1600年，封地在關東地方的大名德川家康取得關原之戰的勝利，基本上獲得全國軍、政上的優勢。1603年，家康被任命為征夷大將軍，開創江戶幕府。1615年，德川家康在大坂之役中完全消滅豐臣氏的勢力，實現了日本的統一，
247418,日本,幕府時代,3,封地在關東地方的大名德川家康取得關原之戰的勝利，基本上獲得全國軍、政上的優勢。1603年，家康被任命為征夷大將軍，開創江戶幕府。1615年，德川家康在大坂之役中完全消滅豐臣氏的勢力，實現了日本的統一，江戶幕府也成為日本實際上的統治者。江戶幕府實行日本獨特的封建體制「幕藩体制」，將社會分為士農工商四個階級及穢多、非人等賤民，基本上階級間的流動受到限制。在幕藩制之下，各藩领国在經濟上依賴中央政府的市場進行交易，幕府凭借经济上优势确保其统治权；但隨著後期商品經濟的高度發展，藩际贸易大大减少各领国对中央的依附性，各藩表现出明显的独立倾向，瓦解了幕藩体制的政治基础。 1543年，一艘葡萄牙船漂流到鹿兒島的種子島。時日本正值戰國紛擾，葡萄牙人將歐式火槍傳入日本，基督教也在這時進入日本。然而，傳教活動與發達的貿易逐漸威脅到江戶幕府的統治，於是幕府在1641年把荷蘭商館遷移到長崎的出島，奉行保护主義（鎖國），這段期間日本只容许荷蘭和清朝的商人來日貿易。在奉行保护主義的200多年間，荷蘭商人通過與日經商傳入蘭學，蘭學因而在日本生根發芽。1854年，美國海軍准將馬休·佩里率領黑船艦隊駛抵江戶附近的浦賀，迫
247418,日本,幕府時代,4,），這段期間日本只容许荷蘭和清朝的商人來日貿易。在奉行保护主義的200多年間，荷蘭商人通過與日經商傳入蘭學，蘭學因而在日本生根發芽。1854年，美國海軍准將馬休·佩里率領黑船艦隊駛抵江戶附近的浦賀，迫使日本開港通商，才一改日本的貿易保护主義作風。江戶幕府末年暴動頻繁，幕藩體制搖搖欲墜，在西南四藩（薩摩、長州、土佐、肥前）為主的維新志士帶領下，一場全國性的倒幕運動正式開展。
247418,日本,明治維新,0,1867年，末代江戶幕府將軍德川慶喜迫於情勢主動大政奉還，以明治天皇為首的新政府正式成立。1867年開始的明治维新對日本进行了多项大刀阔斧的改革，在国家层面揚棄數百年的慣習、改学习西方国家的政治制度与社会结构，建立了以天皇为尊的二元制君主立宪制国家。在地方政治上，新政府于1869年下令各藩「版籍奉還」，又于1871年推行「廢藩置縣」，廢除大名制度，形成了中央集权的政治体制。1889年，新政府頒布了《大日本帝國憲法》（又稱《明治憲法》）。1890年舉行第一次帝國議會。 在整頓內政的同時，日本也積極對外擴張版圖。1872年明治政府将隶属新设立的鹿儿岛县(原萨摩藩)管轄的琉球国改为琉球藩，封琉球國王為「藩王」。1871年10月，一艘琉球國船隻於颱風後漂流至臺灣東南部，其中54名登島乘客被原住民出草殺害，史稱八瑤灣事件。次年鹿儿岛县参事大山纲良获知此事后，立即起草了讨伐台湾的提议书。由於當時琉球國同時向清朝和日本朝貢，而清廷表示將事件交由日本處理，日本因而认为台湾蕃地不在清国的统治范围之内，遂在1874年5月以给遇害的宫古岛民复仇的名义攻打臺灣南部排灣族部落，是為「牡丹社事件」。在駐华英國公使
247418,日本,明治維新,1,同時向清朝和日本朝貢，而清廷表示將事件交由日本處理，日本因而认为台湾蕃地不在清国的统治范围之内，遂在1874年5月以给遇害的宫古岛民复仇的名义攻打臺灣南部排灣族部落，是為「牡丹社事件」。在駐华英國公使調停下，中日兩國簽訂《北京專約》，中国承认日本此次出兵为「保民義舉」，日本从台湾蕃地撤兵但同时树立「大日本琉球蕃民之墓」以表示琉球蕃民乃是日本國屬民。因此该協議也被日本詮釋為大清已承认琉球是日本範圍內之領土。而后在1879年日本又将琉球藩改设为冲绳县。 1894年，李朝統治下的朝鮮發生東學黨起義，中日按《天津條約》同時出兵朝鮮，起义平息后日本要求继续驻兵被拒，其後扣留高宗李熙，命大院君李昰应主国事，後日本稱發現李昰应曾要求東學黨與清軍一起驅逐日軍，於是不宣而战，突襲駐守於朝鮮的大清海軍。隨後於1894年8月1日，中日兩國互相宣戰，甲午戰爭正式爆發，1895年2月，清軍潰敗，清廷被迫派李鴻章代表清廷向日本求和，並以戰敗國身份在日本威逼下签订了條件苛刻的不平等条约《马关条约》，日本在此條約中獲得了臺灣與澎湖群島、以及二億兩白银的巨額賠款，使日本成為廣泛認同的列強之一。 1900年，俄国趁義和團
247418,日本,明治維新,2,清廷向日本求和，並以戰敗國身份在日本威逼下签订了條件苛刻的不平等条约《马关条约》，日本在此條約中獲得了臺灣與澎湖群島、以及二億兩白银的巨額賠款，使日本成為廣泛認同的列強之一。 1900年，俄国趁義和團運動導致八国联军战争时出兵佔據中国东北地区，並在各国与清廷议和后拒不撤兵，遂与日本交恶。日本隨後與英國於1902年組成英日同盟、最終在1904年爆發日俄戰爭。日本帝国在戰爭中重创並逼和俄罗斯，除了讓歐洲人為之震撼外，各殖民地的居民對日本刮目相看、導致這些地方日後的革命熱潮風起雲湧。1910年，日本胁迫大韓帝國簽訂《日韩合并条约》，令朝鮮合併成為日本的一部分。
247418,日本,兩次世界大戰,0,1914年9月，日本以日英同盟為由投向協約國，向以德意志帝國為首的同盟國宣战，並在1914年11月攻佔青島、同時在1915年對中華民國北洋政府提出二十一條。該條約在中國引發五四运动與英美質疑，逼迫日本修改部份條文。日本最終赢得第一次世界大战、並取得胶州湾租借地、德屬新幾內亞等地。 日本在一戰後曾一度出現非常繁荣的大戰景氣並進入大正民主（1912–1926）時期。直到1930年的經濟大恐慌前，日本經歷的重要事件有1918年的米骚动、1923年9月導致十數萬人死亡的關東大震災、以及1927年4月的昭和金融恐慌。1930年，受大恐慌波及的日本陷入經濟停滯。濱口、犬養、岡田等內閣為挽救經濟而主張削減軍費，對此不滿的日本軍部和右翼組織則先後暗殺三位首相。1930年代，主張對外侵略日本軍國主義思想崛起，好戰的陸軍在也中國多次滋事：例如1931年發動九一八事變攻佔東北並扶植满洲国、或是1932年在上海引發一·二八事變。日本國內則在1936年2月26日發生了二二六事件。在一連串事件後，日本最終由统制派軍人東條英機掌權，並建立日本法西斯體制。 1937年7月7日，日軍策動盧溝橋事變後大規模入侵中國。中日
247418,日本,兩次世界大戰,1,發一·二八事變。日本國內則在1936年2月26日發生了二二六事件。在一連串事件後，日本最終由统制派軍人東條英機掌權，並建立日本法西斯體制。 1937年7月7日，日軍策動盧溝橋事變後大規模入侵中國。中日戰爭全面爆發。日軍开战后一度攻佔中國首都南京，並試圖以南京大屠殺逼軍民屈服；但中國國民政府拒绝投降、中国共产党則率领游击队抵抗，使日軍陷入消耗日本大量人力、物力和財力的消耗戰。美國隨後對加入軸心國的日本实行石油和钢铁禁運，使日本決定先於1940年9月入侵法屬印度支那、後於1941年12月襲擊珍珠港，正式向美國、英國和荷蘭宣戰。太平洋戰爭就此爆發。起初日軍連戰皆捷，攻陷了美國的菲律賓；英國的香港、馬來亞、新加坡；以及荷蘭的荷屬東印度。甚至一度進逼澳大利亞。之後日軍在中途岛海战失利，使其在太平洋戰爭中陷入劣勢。其範圍與防線也逐漸被同盟國攻破，直到美軍攻陷沖繩島並空襲其本土為止。 1945年8月6日和9日，美军依次在廣島市和长崎市投下两枚原子弹，蘇聯也在8月9日全面進攻東北，擊潰中國東北的日軍。8月15日，昭和天皇以電台廣播宣佈無條件投降，时任日本外相重光葵與陆军参谋长梅津美治郎則在9月2日於日
247418,日本,兩次世界大戰,2,和9日，美军依次在廣島市和长崎市投下两枚原子弹，蘇聯也在8月9日全面進攻東北，擊潰中國東北的日軍。8月15日，昭和天皇以電台廣播宣佈無條件投降，时任日本外相重光葵與陆军参谋长梅津美治郎則在9月2日於日本帝国大本营接受《波茨坦宣言》並簽署《降伏文書》，將領土範圍限於本州、北海道、九州、四國以及其他指定島嶼，约占1920年日本国土面积的54%。標誌战前昭和时代與第二次世界大战正式結束。
247418,日本,戰後,0,第二次世界大战結束後，美軍為首的駐日盟軍司令部（GHQ）軍事佔領日本、成立远东国际军事法庭追訴發動戰爭並犯下戰爭犯罪的人員。1947年，日本頒訂新憲法、實行自由民主制度。1952年4月28日，《舊金山和約》生效，同盟國軍事佔領結束。1956年12月18日，日本加入聯合國。1972年，美國將琉球的行政權交还給日本。 戰後的日本在美國援助下開始發展經濟、實現長足的經濟成長、並一度成為全球第二大經濟體。但在1991年後泡沫經濟崩潰，經濟陷入長期不景氣階段，俗稱為「失去的十年」。 2011年，日本碰上歷史上强度最大之地震，即東日本大震災，並導致福岛第一核电站事故。2019年，德仁天皇登基。平成時代结束，令和年代开始。2021年举行夏季奥林匹克运动会。同年日本排放福島核廢水，因此受到中国、韩国等周边国家政府和环保团体的强烈指责。2022年7月8日，安倍晋三在奈良市参加竞选活动期间被枪杀，成为自1936年二二六事件以来第一个遇刺身亡的前日本首相。
247418,日本,地理,0,"日本國土位於欧亚大陆以東，太平洋西部，由3個弧状群島（日本列島、琉球群島、伊豆-小笠原群島）組成。其中北海道、本州、四国及九州四大島的面積就佔了國土面積的99.37%。日本通常被歸劃於東亞或東北亞的範疇，北與俄羅斯、西與朝鮮民主主義人民共和國、大韓民國、西南與中国大陆东部及臺灣隔海相望、南與菲律賓隔海相望。國土由自然數約14,125個島嶼所組成，面積約37.8万平方公里，75%屬山地丘陵地帶，森林覆蓋率高，不適合農耕，耕地面積僅佔日本國土的11.1％，也因此日本的人口多集中在沿海地區，日本的人口密度在世界排名第37位。日本國土狹長，南北總長3,800公里，與澳洲、馬達加斯加、美國相近。 日本列島按照地質構造可分為東日本與西日本兩大區域，其界線為位於本州中部，新潟縣糸魚川市與靜岡縣靜岡市之間的糸魚川靜岡構造線。日本列島附近是歐亞板塊、菲律賓海板塊、太平洋板塊和北美洲板塊的交界地，同時日本列島還處在環太平洋造山帶、火山帶、地震帶之上，故日本為一個經常發生地震、但同時也擁有許多火山與溫泉的國家。日本最高的山峰──海拔3,776米的富士山，本身就是一座活火山。據統計，世界全部芮氏規模6.0以上"
247418,日本,地理,1,"還處在環太平洋造山帶、火山帶、地震帶之上，故日本為一個經常發生地震、但同時也擁有許多火山與溫泉的國家。日本最高的山峰──海拔3,776米的富士山，本身就是一座活火山。據統計，世界全部芮氏規模6.0以上的地震中，超過20%都發生在日本；而日本發生的地震，釋放的地震能量就占全球地震釋放能量的10%。 日本面積狹小多山，因此河流普遍長度不長但落差較大。日本的河流在梅雨和台风季节容易形成洪水，日本政府因而修筑大量堤壩和水库用于防洪，同時實行水力发电。日本最長的河川是發源于長野縣，並在新潟縣注入日本海的信濃川，總長367公里；第二長的利根川也是日本流域面積最大的河川。日本最大且最古老的湖泊，是位于滋賀縣的琵琶湖，其面積669.26平方公里、大約有一百萬年左右的歷史。"
247418,日本,各地氣候,0,日本一年四季溫差很大。深受海洋影響，海洋性氣候明顯。日本國土以亞熱帶季風氣候為主，但由於日本的島嶼自西南向東北延伸得很長，南北跨越緯度約20度，因此全國各地的氣候仍然有很大的不同。日本的主流教科書將日本分為六個氣候區： 北海道氣候：北海道不受梅雨的影響，降雨量較日本其他地方為少。夏季短暫且涼爽，冬季漫長而寒冷。 日本海側氣候：範圍包括本州島西部的海岸地區。冬季受西伯利亞高氣壓所影響，吹西北風。同時由于暖流對馬海流在冬季通過日本海而帶來大量水汽，因而常有豪雪。夏季降水較少，因位于夏季风的背风地带有時出现焚風而異常高溫。 中央高地式氣候：典型的內陸性氣候，冬寒夏涼。冬季與夏季及晝夜之間溫差很大，降雨量少。 太平洋側氣候：包括了本州東海岸、南四國和九州大部分地區。夏季受東南季風影響，梅雨強颱風多，冬季的降雪較少。 瀨戶內海式氣候：包括了山陽地方、北四國、近畿與九州局部地區。天氣常是晴天，降雨量少，不時遭受熱浪侵襲。 南西諸島式氣候：範圍為琉球群島。這里屬亞熱帶氣候，夏季炎熱冬季溫暖，降雨量大，且常受颱風吹襲。 日本是世界上降水量較多的地區，主要包括日本海側地區的冬季降雪、沖繩5至7月連綿不斷
247418,日本,各地氣候,1,，不時遭受熱浪侵襲。 南西諸島式氣候：範圍為琉球群島。這里屬亞熱帶氣候，夏季炎熱冬季溫暖，降雨量大，且常受颱風吹襲。 日本是世界上降水量較多的地區，主要包括日本海側地區的冬季降雪、沖繩5至7月連綿不斷的颱風，以及夏季到秋季登陸或接近日本的颱風。日本有記載的最高溫度紀錄是攝氏41.8度，於2025年8月5日在群馬縣的伊勢崎市測得；有記載的最低溫度紀錄是攝氏-41.0度，于1902年1月25日在北海道旭川市測得。
247418,日本,自然環境,0,"日本國土南北狹長，四季分明，也是一個多山國家。因為日本是島嶼國家，四面環海，所以來自外部新生物入侵的可能性也相對較低，離島地區更形成了獨自的生態系統，特別是小笠原群島及琉球群島自古就形成了比日本本土更加孤立的生態系統，小笠原群島更有「東洋的加拉帕戈斯」之稱。 伴隨明治時代以後外來物種的進入，生態系統發生變化，日本的生物多樣性也受到影響，本地物種如朱鹮及日本狼都在20世紀滅絕，但日本各地仍保留著大量珍貴的生態系統，如知床、白神山地、小笠原群島和屋久島都是聯合國教科文組織認定的世界遺產。在環境保護方面，日本是世界上最早面臨大規模公害的國家，並在1960年代後期開始積極立法減排，至21世纪全国主要大气污染物全部达到环境标准。由于高度經濟成長期以後日本飲食文化的變化及海外農產品的輸入，日本的農林水產業在20世紀開始出現農田與人工林的閒置，漁業資源減少等問題。自1970年代以來，相較于其他國家森林面積的持續萎縮，日本的森林覆蓋率一直保持在三分之二上下。2012年，日本的森林面積達253,203平方千米。 日本列島位處數個板塊的交界和環太平洋火山帶之上，火山活動十分活躍，日本在歷史上曾多次發生地震"
247418,日本,自然環境,1,"積的持續萎縮，日本的森林覆蓋率一直保持在三分之二上下。2012年，日本的森林面積達253,203平方千米。 日本列島位處數個板塊的交界和環太平洋火山帶之上，火山活動十分活躍，日本在歷史上曾多次發生地震和海嘯等災難。20世紀以來，在日本造成重大損失的大地震有1923年導致超過10萬人死亡的關東大地震、1995年的阪神淡路大地震和2011年引發海嘯和福島核事故的東北地方太平洋地震。在沿海地區，地震之後引發的海嘯常帶來遠超過地震的影響，英語中的海嘯一詞就是來自于日語中的「津波」（津波／つなみ，Tsunami）。除了地震和海嘯之外，火山亦經常在日本引發災害。近年日本較為活躍的火山有有珠山、淺間山、三宅島、阿蘇山和櫻島等。日本其他的主要自然災害還有山體滑坡、泥石流、洪灾、風災和雪災等。"
247418,日本,主要城市,0,"日本三大主要城市分別為東京都、大阪府、名古屋市。其首都為東京都。截至2020年，該地約1,400萬人；圍繞在東京都的首都圈則約4,400萬人。是世界上最大的城市與最大的都市圈。在日本，人口密度4000人/km2以上的地方為人口集中地區。2022年，全國1.2億人口中，約有8,800萬人居住在人口集中地區。佔全國的六成左右。其他都市的定義還有總務省的都市圈以及都市雇用圈等。"
247418,日本,政府,0,日本為君主立憲國家，日本国宪法訂明“主權在民”，而天皇則為“日本國及人民團結的象徵”。與世界上多數君主立憲國家相同，天皇在日本只有虚位元首名義，並無政治實權，只能進行禮儀性的事務，例如，簽署法律和行政命令、任命內閣總理大臣、接受其他國家外交使節的國書等。现任天皇为德仁，他在其父明仁退位后，于2019年5月1日即位。 日本現行憲法《日本國憲法》是於1947年5月3日由當時佔領日本的美軍草拟，經過日本國會的審議後再由天皇颁行。日本國憲法最重要的三大原則是主權在民、基本人權的尊重以及和平主義，日本政治以這三大原則及其中最基本的、對個人尊嚴的尊重運行。日本實行三權分立的政治體制，立法權歸兩院制國會，司法權歸裁判所（即法院），行政權則由內閣、地方自治體及中央省廳分別處理。憲法規定國家最高權力機構為國會。日本實行兩院制，眾議院有465席，參議院有248席，由18歲或以上的國民投票選出。眾議院議員任期為四年，但由於眾議院可以在任期結束之前中途解散，所以實質上眾議院議員任期平均只有兩年多。參議院議員任期為6年，每3年改選一半，不能中途解散。 日本的最高行政长官是內閣總理大臣（首相），主要职责为领导内阁
247418,日本,政府,1,四年，但由於眾議院可以在任期結束之前中途解散，所以實質上眾議院議員任期平均只有兩年多。參議院議員任期為6年，每3年改選一半，不能中途解散。 日本的最高行政长官是內閣總理大臣（首相），主要职责为领导内阁，由参众两院召开的首相指名选举中选出。雖然所有內閣總理大臣均需由天皇任命，但是憲法已經規定無論任何人在選舉中勝出，天皇都必須予以任命。 日本政府的行政機關是指《國家行政組織法》以及《內閣府設置法》中規定的內閣府、省及其外局，並以內閣總理大臣（首相）為首組成數個「中央省廳」。2001年實施的「中央省廳再編」改革措施以大部門體制為重點，按照職能優化的原則將原本的1府22省廳精簡成1府11省廳，此使日本的一級行政機關數量位居發達國家中最少。現行日本的一級行政機關，有內閣府、總務省、法務省、外務省、財務省、文部科學省、厚生勞動省、農林水產省、經濟產業省、國土交通省、環境省、防衛省、警察廳、數位廳、復興廳等1府13省廳。 自1955年起，自由民主黨長期執政，在野党多次尝试政权更替，但自民党只在1993年至1994年及2009年至2012年短暂成為在野黨。目前自民黨與日本維新會組成執政聯盟，主要在野黨
